code,turnover20,last_close,days
7774,85427115.0,848.0,734
3997,75843290.0,438.0,734
2597,12140765.0,1276.0,734
6800,543970425.0,4345.0,734
9046,19803300.0,2465.0,734
8746,138405620.0,108.0,734
5905,1473790.0,1361.0,734
2674,150374340.0,2595.0,734
6946,1256755100.0,7300.0,734
2588,14150150.0,3720.0,734
3166,3615035.0,1450.0,734
7963,5632580.0,1792.0,734
2586,55878575.0,64.0,734
8163,192394350.0,1519.0,734
4287,15368860.0,477.0,734
6522,3894440060.0,1400.0,734
6371,447017240.0,2718.0,734
3543,922666070.0,2882.0,734
4020,1147665.0,822.0,734
7860,133994375.0,1262.0,734
8061,422515090.0,3075.0,734
7060,5305910.0,585.0,734
3437,753350.0,2655.0,734
6224,38677635.0,1213.0,734
1787,1964850.0,5640.0,734
7327,2062374340.0,2664.0,734
7752,3184772805.0,1660.5,734
5283,3066700.0,3120.0,734
7634,1099500.0,5250.0,734
6062,122155490.0,1433.0,734
8358,2284686080.0,2824.0,734
9605,333803250.0,6050.0,734
2134,33514085.0,17.0,734
6246,9596275.0,1840.0,734
7506,1286985.0,1381.0,734
4722,1717757205.0,2425.0,734
3536,2446590.0,127.0,734
4290,431192815.0,708.0,734
6033,42473080.0,1785.0,734
2752,86888890.0,1166.0,734
584A,377824930.0,2478.0,62
